Level_1,Level_2,Level_3,Level_4,Level_5,Level_6
sporting goods,outdoor recreation,winter sports,avalanche safety,,
sporting goods,outdoor recreation,winter sports,avalanche safety,avalanche probes,
sporting goods,outdoor recreation,winter sports,avalanche safety,avalanche safety airbags,
sporting goods,outdoor recreation,winter sports,skiing & snowboarding,ski & snowboard accessories,ski & snowboard bags
sporting goods,outdoor recreation,winter sports,skiing & snowboarding,ski & snowboard accessories,ski & snowboard helmets
sporting goods,outdoor recreation,winter sports,skiing & snowboarding,ski & snowboard accessories,ski & snowboard leashes
sporting goods,exercise & fitness,ab exercisers,,,
sporting goods,exercise & fitness,aerobic steps,,,
sporting goods,exercise & fitness,balance trainers,,,
sporting goods,exercise & fitness,cardio equipment,cardio machine accessories,,
sporting goods,exercise & fitness,cardio equipment,elliptical trainers,,
sporting goods,exercise & fitness,cardio equipment,exercise bikes,,
sporting goods,exercise & fitness,cardio equipment,jump ropes,,
sporting goods,exercise & fitness,cardio equipment,rowing machines,,
sporting goods,exercise & fitness,cardio equipment,stair climbers & step machines,,
sporting goods,exercise & fitness,cardio equipment,treadmills,,
sporting goods,exercise & fitness,exercise balls,,,
sporting goods,exercise & fitness,exercise bands,,,
sporting goods,exercise & fitness,exercise benches & wedges,,,
sporting goods,exercise & fitness,foam rollers & massagers,,,
sporting goods,exercise & fitness,hand exercisers,,,
sporting goods,exercise & fitness,inversion tables,,,
sporting goods,exercise & fitness,power towers,,,
sporting goods,exercise & fitness,push up & pull up bars,,,
sporting goods,exercise & fitness,reaction balls,,,
sporting goods,exercise & fitness,running,,,
sporting goods,exercise & fitness,running,speed & resistance parachutes,,
sporting goods,exercise & fitness,suspension trainers,,,
sporting goods,exercise & fitness,vibration exercise machines,,,
sporting goods,exercise & fitness,weight lifting equipment,dumbbells,,
sporting goods,exercise & fitness,weight lifting equipment,kettlebells,,
sporting goods,exercise & fitness,weight lifting equipment,medicine balls,,
sporting goods,exercise & fitness,weight lifting equipment,weight bars & collars,,
sporting goods,exercise & fitness,weight lifting equipment,weight lifting accessories,,
sporting goods,exercise & fitness,weight lifting equipment,weight lifting accessories,exercise equipment mats,
sporting goods,exercise & fitness,weight lifting equipment,weight lifting accessories,weight lifting belts,
sporting goods,exercise & fitness,weight lifting equipment,weight lifting accessories,weight lifting gloves,
sporting goods,exercise & fitness,weight lifting equipment,weight lifting accessories,weight lifting machine accessories,
sporting goods,exercise & fitness,weight lifting equipment,weight lifting accessories,weight storage racks,
sporting goods,exercise & fitness,weight lifting equipment,weight lifting machines & racks,,
sporting goods,exercise & fitness,weight lifting equipment,weight plates,,
sporting goods,exercise & fitness,weight lifting equipment,weighted clothing,,
sporting goods,exercise & fitness,yoga & pilates,pilates machines,,
sporting goods,exercise & fitness,yoga & pilates,yoga & pilates towels,,
sporting goods,exercise & fitness,yoga & pilates,yoga bags & mat carriers,,
sporting goods,exercise & fitness,yoga & pilates,yoga blocks,,
sporting goods,exercise & fitness,yoga & pilates,yoga mats,,
sporting goods,exercise & fitness,yoga & pilates,yoga straps & bands,,
sporting goods,indoor games,air hockey,,,
sporting goods,indoor games,air hockey,air hockey paddles,,
sporting goods,indoor games,air hockey,air hockey pucks,,
sporting goods,indoor games,air hockey,air hockey tables,,
sporting goods,indoor games,billiards,,,
sporting goods,indoor games,billiards,billiard ball racks,,
sporting goods,indoor games,billiards,billiard balls,,
sporting goods,indoor games,billiards,billiard cue accessories,,
sporting goods,indoor games,billiards,billiard cue accessories,billiard cue cases,
sporting goods,indoor games,billiards,billiard cue accessories,billiard cue chalk,
sporting goods,indoor games,billiards,billiard cue accessories,billiard cue racks,
sporting goods,indoor games,billiards,billiard cue accessories,billiard cue tips,
sporting goods,indoor games,billiards,billiard cues & bridges,,
sporting goods,indoor games,billiards,billiard gloves,,
sporting goods,indoor games,billiards,billiard table accessories,,
sporting goods,indoor games,billiards,billiard table accessories,billiard pockets,
sporting goods,indoor games,billiards,billiard table accessories,billiard table brushes,
sporting goods,indoor games,billiards,billiard table accessories,billiard table covers & cloth,
sporting goods,indoor games,billiards,billiard table accessories,billiard table lights,
sporting goods,indoor games,billiards,billiard tables,,
sporting goods,indoor games,bowling,,,
sporting goods,indoor games,bowling,bowling bags,,
sporting goods,indoor games,bowling,bowling balls,,
sporting goods,indoor games,bowling,bowling gloves & wrist supports,,
sporting goods,indoor games,bowling,bowling pins,,
sporting goods,indoor games,bowling,clothing & shoes,,
sporting goods,indoor games,darts,,,
sporting goods,indoor games,darts,dart parts,,
sporting goods,indoor games,darts,dart parts,dart flights,
sporting goods,indoor games,darts,dart parts,dart shafts,
sporting goods,indoor games,darts,dart parts,dart tips,
sporting goods,indoor games,darts,dart sets,,
sporting goods,indoor games,darts,dartboard backboards,,
sporting goods,indoor games,darts,dartboard cabinets,,
sporting goods,indoor games,darts,dartboards,,
sporting goods,indoor games,darts,throwing darts,,
sporting goods,indoor games,foosball,,,
sporting goods,indoor games,foosball,foosball balls,,
sporting goods,indoor games,foosball,foosball figures,,
sporting goods,indoor games,foosball,foosball handles,,
sporting goods,indoor games,foosball,foosball tables,,
sporting goods,indoor games,multi-game tables,,,
sporting goods,indoor games,ping pong & table tennis,,,
sporting goods,indoor games,ping pong & table tennis,ping pong balls,,
sporting goods,indoor games,ping pong & table tennis,ping pong nets & posts,,
sporting goods,indoor games,ping pong & table tennis,ping pong paddles,,
sporting goods,indoor games,ping pong & table tennis,ping pong robots,,
sporting goods,indoor games,ping pong & table tennis,ping pong tables,,
sporting goods,indoor games,table shuffleboard,,,
sporting goods,indoor games,table shuffleboard,shuffleboard tables,,
sporting goods,indoor games,table shuffleboard,table shuffleboard powder & wax,,
sporting goods,indoor games,table shuffleboard,table shuffleboard pucks,,
sporting goods,outdoor recreation,climbing,climbing accessories,,
sporting goods,outdoor recreation,climbing,climbing accessories,chalk bags,
sporting goods,outdoor recreation,climbing,climbing accessories,climbing brushes,
sporting goods,outdoor recreation,climbing,climbing accessories,climbing gloves,
sporting goods,outdoor recreation,climbing,climbing accessories,climbing helmets,
sporting goods,outdoor recreation,climbing,climbing accessories,climbing tape,
sporting goods,outdoor recreation,climbing,climbing accessories,crash pads & mats,
sporting goods,outdoor recreation,climbing,climbing accessories,rope bags,
sporting goods,outdoor recreation,climbing,climbing hardware,,
sporting goods,outdoor recreation,climbing,climbing hardware,ascenders & descenders,
sporting goods,outdoor recreation,climbing,climbing hardware,belay & rappel devices,
sporting goods,outdoor recreation,climbing,climbing hardware,cams & nuts,
sporting goods,outdoor recreation,climbing,climbing hardware,carabiners,
sporting goods,outdoor recreation,climbing,climbing hardware,climbing harnesses,
sporting goods,outdoor recreation,climbing,climbing hardware,climbing rope & webbing,
sporting goods,outdoor recreation,climbing,climbing hardware,indoor climbing holds,
sporting goods,outdoor recreation,climbing,climbing hardware,pulleys,
sporting goods,outdoor recreation,climbing,climbing hardware,quickdraws,
sporting goods,outdoor recreation,climbing,clothing & shoes,,
sporting goods,outdoor recreation,climbing,ice climbing,ice axes,
health & beauty,beauty,nail care,nail tools,hand & nail treatment creams,
home,cleaning supplies,party supplies,piñatas,,
clothing & accessories,clothing,costumes,,,
clothing & accessories,clothing,baby clothing,other baby clothing & accessories,,
clothing & accessories,clothing,uniforms & work clothing,,,
clothing & accessories,clothing,uniforms & work clothing,aprons,,
clothing & accessories,clothing,uniforms & work clothing,coveralls & jumpsuits,,
clothing & accessories,clothing,uniforms & work clothing,jackets & vests,,
clothing & accessories,clothing,uniforms & work clothing,lab coats,,
clothing & accessories,clothing,uniforms & work clothing,other uniforms & work clothing,,
clothing & accessories,clothing,uniforms & work clothing,pants & shorts,,
clothing & accessories,clothing,uniforms & work clothing,scrubs,,
clothing & accessories,clothing,uniforms & work clothing,shirts,,
clothing & accessories,clothing accessories,men's accessories,belt buckles,,
clothing & accessories,clothing accessories,unisex accessories,,,
clothing & accessories,clothing accessories,unisex accessories,scarves & bandanas,,
clothing & accessories,clothing accessories,unisex accessories,shoelaces,,
clothing & accessories,clothing accessories,women's accessories,belt buckles,,
clothing & accessories,clothing,kids' clothing,boys' clothing,boys' uniforms,
clothing & accessories,clothing,kids' clothing,boys' clothing,vests,
clothing & accessories,clothing,kids' clothing,girls' clothing,girls' uniforms,
clothing & accessories,clothing,kids' clothing,girls' clothing,skorts,
clothing & accessories,clothing,kids' clothing,girls' clothing,vests,
clothing & accessories,clothing,men's clothing,activewear,activewear jackets,
clothing & accessories,clothing,men's clothing,activewear,activewear leggings & pants,
clothing & accessories,clothing,men's clothing,tops,vests,
clothing & accessories,clothing,unisex clothing,,,
clothing & accessories,clothing,women's clothing,activewear,activewear jackets,
clothing & accessories,clothing,women's clothing,activewear,activewear leggings,
clothing & accessories,clothing,women's clothing,activewear,activewear shorts,
clothing & accessories,clothing,women's clothing,activewear,activewear skirts,
clothing & accessories,clothing,women's clothing,activewear,activewear sweatshirts & hoodies,
clothing & accessories,clothing,women's clothing,activewear,sports bras,
clothing & accessories,clothing,women's clothing,lingerie & sleepwear,bra accessories,
clothing & accessories,clothing,women's clothing,lingerie & sleepwear,camisoles,
clothing & accessories,clothing,women's clothing,lingerie & sleepwear,corsets,
clothing & accessories,clothing,women's clothing,lingerie & sleepwear,garter belts,
clothing & accessories,clothing,women's clothing,lingerie & sleepwear,teddies,
clothing & accessories,clothing,women's clothing,maternity clothing,,
clothing & accessories,clothing,women's clothing,maternity clothing,maternity bras,
clothing & accessories,clothing,women's clothing,maternity clothing,maternity coats & jackets,
clothing & accessories,clothing,women's clothing,maternity clothing,maternity dresses,
clothing & accessories,clothing,women's clothing,maternity clothing,maternity jeans,
clothing & accessories,clothing,women's clothing,maternity clothing,maternity jumpsuits & rompers,
